,close,open,high,low,Volume,MACD,CCI,ATR,BOLL_MID,EMA20,MA10,MTM6,MA5,MTM12,ROC,SMI,WVAD,US Dollar Index,HIBOR
979,19427.81,19578.13,19578.13,19395.93,158159.51,-167.4327996,193.5750446,344.19,18898.94615,19006.79465,18828.305,925.47,19073.846,798.29,4.285080882,0.060160152,-82169.07776,81.95,0.04
980,19416.67,19451.2,19472.05,19320.18,120502.02,-117.41732959999999,137.9470596,151.87,18886.70115,19045.83039,18944.069,463.04,19182.668,858.33,4.625036506,0.046153125,62771.6448,81.39,0.04
981,19518.85,19551.89,19578.82,19469.13,117615.79,-68.74221979,135.7723924,162.15,18872.26038,19090.87988,19043.901,646.29,19281.134,1333.26,7.331409099,0.043064012,123835.1486,81.42,0.04
982,19265.07,19480.71,19495.54,19258.11,129823.08,-50.06762126,83.87917268,260.74,18872.461919999998,19107.469419999998,19102.578999999998,238.55,19372.468,1006.04,5.509821716,0.039591343,-101814.0097,82.3,0.04
983,18995.13,18992.9,19089.45,18976.05,108036.84,-56.39962958,12.28558714,289.02,18864.54654,19096.770419999997,19151.858,-31.39,19324.706000000002,474.6,4.0314299280000006,0.002184771,-115690.4512,82.21,0.04
984,18897.45,19019.03,19066.75,18861.56,113325.7,-68.51001068,-17.677997199999997,205.19,18862.454230000003,19077.78753,19146.24,89.05,19218.634,219.16,2.035146942,0.001317109,-164652.2456,82.44,0.04
985,18981.84,18850.47,18998.47,18850.47,132422.12,-70.48549434,-29.14272353,148.0,18864.743459999998,19068.64967,19157.168,-252.1,19131.668,479.5,1.6251487690000002,-0.002348301,-2103.3327670000003,82.39,0.04
986,19176.95,18990.17,19213.92,18942.0,142557.64,-55.66565396,11.20583361,271.92,18870.04346,19078.96398,19172.211,-250.86,19063.288,223.32,3.6460793610000004,0.019218385,164432.0841,82.55,0.04
987,19025.27,19305.74,19305.74,19009.26,146632.37,-55.52013054,0.611157659,296.48,18879.23885,19073.85027,19193.898,-391.4,19015.328,152.71,0.37797509,-0.010849051,42137.11378,82.72,0.04
988,19441.46,18996.57,19510.77,18991.1,203972.08,-21.57306654,60.52940249,519.67,18909.04885,19108.86072,19214.65,-77.39,19104.593999999997,414.94,3.014429415,0.000702108,129046.3516,81.58,0.04
989,19735.53,19765.41,19765.41,19622.37,153273.57,28.72805843,152.9471224,323.95,18948.36115,19168.54351,19245.422,838.08,19272.21,927.13,4.9293400819999995,0.016156647,-52850.914860000004,81.79,0.06
990,19709.75,19833.84,19835.13,19677.45,140221.2,65.75386223,133.30974369999998,157.68,18983.31346,19220.08699,19274.73,727.91,19417.792,475.81,2.473804119,0.009685562,-26461.30407,82.17,0.06
991,19809.13,19757.42,19869.11,19588.63,126879.61,101.94110040000001,120.4277001,280.48,19012.300769999998,19276.186319999997,19303.758,632.18,19544.228,381.32,1.962753393,0.027465113,-241272.3589,82.82,0.06
992,19800.64,19752.83,19839.12,19690.64,176303.16,128.4539383,106.19470559999999,148.48,19055.00923,19326.13429,19357.315,775.37,19699.302,383.97,1.977527558,0.040681008,-230795.7077,83.28,0.06
993,19428.09,19634.84,19737.92,19421.75,144044.69,118.0431538,39.98480922,378.89,19085.72346,19335.84436,19400.611,-13.37,19696.628,-90.76,-0.464986411,0.02731303,-271727.4375,83.13,0.06
994,19396.36,19504.42,19515.89,19347.23,117921.41,106.01016709999999,11.65216817,168.66,19117.955,19341.60775,19450.502,-45.1,19628.793999999998,131.29,0.681492463,0.02137102,-264247.0908,83.38,0.06
995,19419.87,19264.58,19441.12,19233.76,164233.4,97.24996195,0.564852669,207.36,19165.42731,19349.0613,19494.305,-315.66,19570.818,424.74,2.764499972,0.012508838000000001,-280441.5075,83.48,0.06
996,19025.11,19356.79,19356.79,18998.3,201768.82,57.78746545,-55.35696702,421.57,19194.89192,19318.20879,19479.121,-684.64,19414.014,127.66,0.22795471899999997,-8.41e-06,-363965.2897,83.63,0.06
997,19092.63,19069.36,19160.49,19032.59,126762.17,31.59721931,-65.92301466,135.38,19216.89577,19296.7251,19485.857,-716.5,19272.412,110.79,-0.439694529,-0.017942583,-117325.2506,83.29,0.06
998,19121.34,19107.05,19265.34,19061.67,109597.28,13.00796983,-59.117014100000006,203.67,19233.93615,19280.02176,19453.845,-679.3,19211.061999999998,-55.61,0.504959982,-0.031121028999999998,-80236.44891,83.13,0.06
999,19455.33,19156.96,19479.28,19156.96,139600.56,24.93858098,-10.26093727,357.94,19270.58962,19296.717780000003,19425.825,27.24,19222.856,430.06,0.071342379,-0.012908332,-44831.72794,83.03,0.06
1000,19239.88,19452.24,19452.24,19134.57,116909.91,16.81483096,-42.45509219,320.76,19281.59923,19291.304659999998,19378.838,-156.48,19186.858,-201.58,-1.036856285,-0.028736749,-174073.5729,82.98,0.06
1001,19559.05,19393.45,19600.32,19393.45,169348.96,35.71930224,26.44673772,360.44,19308.00269,19316.80421,19353.83,139.18,19293.646,-176.48,-0.8942247809999999,-0.012201121,47890.84681,82.91,0.06
1002,19640.8,19613.78,19656.11,19511.9,129896.07,56.64480763,47.37526282,144.21,19331.62885,19347.66096,19337.846,615.69,19403.28,-68.95,-0.349826862,0.010830007,-178783.0168,83.49,0.06
1003,19053.47,19259.36,19259.36,18986.2,125621.58,25.54137388,-102.8294798,654.6,19341.05462,19319.64277,19300.384,-39.16,19389.706000000002,-755.66,-3.814705643,-0.017678059,-142982.3463,83.77,0.06
1004,18903.2,19078.14,19124.96,18854.32,92987.26,-11.10583346,-128.2725118,270.64,19328.33385,19279.98155,19251.068,-218.14,19279.28,-897.44,-4.532378751,-0.026605224,-175690.7252,84.02,0.06
